,Age,Income,City,Score,Category_A,Feature_x,Feature_y,Target
0,39.96714153011233,89264.16839675672,City_24,73.54061400383034,C,0.20475888240178416,0.4990958161377494,1
1,150.0,55527.50057749179,City_25,61.066440747026206,C,0.7658782794806148,-1.6922708316433286,0
2,150.0,23379.862874226546,City_32,67.6142951912099,C,-1.6158867874104728,-0.17038576538819597,0
3,150.0,11534.10090124669,City_5,9.033768675087677,nan,0.29964768783734813,-0.8128235903365649,0
4,150.0,44277.11865205655,City_29,95.19758030750194,A,0.9324348709546673,0.8280588148933092,0
5,150.0,32646.253650865234,City_2,84.01069155045946,A,-0.4151002889633696,1.071080500402805,0
6,150.0,53916.5748106827,Paris,80.70394153107061,A,0.7007006121205837,-2.0744863510163114,0
7,150.0,41571.57010507569,City_8,82.47539669913498,A,2.814654444472553,-0.02203486400427045,1
8,150.0,62915.807034331876,City_7,93.33834030514338,C,-0.10434279298689192,1.1218615047942522,0
9,150.0,12897.190661307493,City_39,54.88114264525607,C,0.3933070500053236,-0.18667896231344497,0
10,150.0,82239.75204227798,City_26,20.827919768894965,B,-0.7380570836613916,0.7290636450023644,1
11,30.34270246429743,26838.685237409016,City_28,62.061577177401574,A,0.1812511626020504,0.35116546762708406,0
12,37.41962271566034,175476.58121702424,City_39,74.54526787312597,C,0.46027162498230384,0.34166023195262635,0
13,15.86719755342202,11056.924717212596,City_13,74.05382194204851,B,0.19484234027013805,-0.27131497806829746,0
14,17.750821674869673,124986.84905193972,City_32,52.62345339252113,C,-1.0196953197088567,-1.2165808041357096,0
15,29.377124707590273,26847.0381660359,City_10,7.777413214024228,B,0.2063617713254507,-1.1215301474250274,1
16,24.87168879665576,11482.529627019405,London,37.74018090458266,B,1.4621959387176369,0.7093525144553172,0
17,38.142473325952736,13576.751575016262,City_34,92.15589423787237,A,0.4486357645145273,0.019458255518883118,1
18,25.91975924478789,15988.942871728994,City_11,58.860442065985175,A,0.961987189071841,-0.13851224460722475,0
19,20.876962986647086,33663.38228151937,City_49,54.29486238231563,C,-0.23701197001262772,-0.42389004232235256,0
20,49.65648768921554,37154.32591944398,City_28,27.61649792383716,nan,0.7499002394237105,-0.30518884548075176,1
21,32.74223699513465,12410.522693684235,City_36,37.476443071741315,C,0.27926783821652595,1.0469117944881394,0
22,35.67528204687924,21496.499947823304,City_10,89.63926282616376,A,-0.950910729687232,-0.33524408186802673,1
23,20.752518137865433,187638.09474491206,City_32,66.97984170515673,B,0.31852100479887446,-1.3410647133015687,1
24,29.556172754748175,123938.79947149131,London,78.95131564848096,C,-0.9916966634403105,0.7436517755401733,1
25,36.10922589709866,34075.150377031154,London,45.98019688369786,C,-0.6328802748847919,-0.20487666386471723,0
26,23.490064225776973,22879.657550154563,City_20,63.394474726159636,A,0.18932830729237413,0.03139586553277644,0
27,38.75698018345672,24835.54883912049,City_7,25.589977265577545,A,0.29724427338012405,1.6075783063995104,0
28,28.99361310081195,40681.062679942916,City_41,70.84062219806515,C,-1.189232465077129,-0.020560557350507186,0
29,32.083062502067236,7920.482738656838,City_25,43.33253203663039,B,1.0539857711828762,0.28918367311872534,1
30,28.98293387770603,17028.155562194574,City_28,44.81200596665981,A,0.5720062783004729,-1.1789234912983253,0
31,53.522781845089376,4152.292731619656,City_33,65.28291013311129,A,-0.7047284356108838,-0.21966945235096014,0
32,34.86502775262066,32834.107687514894,Paris,93.69178152542374,B,-1.5375847964491753,0.6095260452086012,1
33,24.422890710440996,42074.449689683956,City_2,7.336628314253471,C,-0.1449045790814313,-1.5553737338412423,1
34,43.225449121031886,13586.250092702103,City_17,82.64958049735375,nan,-0.44594371386116016,0.20084509311570958,0
35,22.791563500289776,106296.40701017113,City_8,29.94592793080712,B,0.11314045705302281,0.1007910726448063,1
36,37.08863595004755,6465.491654737242,City_49,44.948025996131406,B,-0.3631166611555665,0.04128745558743938,1
37,15.403298761202244,5093.014224287955,City_21,3.1694195487258865,A,-2.00745686074501,1.0371588986582432,1
38,21.718139511015693,27569.12644576607,City_48,30.80356170559699,B,-0.3883469383011584,0.3344385148485215,1
39,36.96861235869123,62761.575029986234,City_23,50.76049302038292,B,-0.30561911106831297,1.478071898356444,1
40,42.38466579995411,118649.33907316414,City_33,6.561431657396462,C,0.6336610247740587,-0.9935895155940362,0
41,36.7136828118997,13920.470549090673,City_47,49.61847720893335,B,-0.6981996746110497,0.13592456721834797,0
42,33.843517176117594,64775.37750986387,City_33,92.7839522569843,A,1.6786746733725662,0.08446678638994742,0
43,31.988963044107113,21194.38422451781,New York,11.433928592672716,A,-1.911640550651757,-1.06925449375508,0
44,20.214780096325725,18534.195310700175,City_11,76.67963207947493,B,1.3111674978026244,0.9562950020913461,0
45,27.801557916052914,53298.31187356876,City_35,41.55743428422327,A,-0.2243189708781048,2.324673305852818,0
46,30.393612290402125,42290.71673474737,City_24,65.86219773790947,A,0.8595848723435562,-0.017006074483830996,0
47,45.57122226218915,4553.301453550608,City_47,26.763423200537705,nan,0.0798014840587331,0.5050210882737669,1
48,38.43618289568462,96426.88673263337,City_7,16.78973399159447,B,1.1395555360254692,0.08451847581532725,0
49,17.36959844637266,87561.03343393122,City_15,16.88579881285142,B,-0.38736196455281124,-0.7135846699071758,0
50,38.24083969394795,11783.285208340603,City_13,7.978702618671321,C,-1.0986204251778122,-1.8207602778020162,0
